avg_ti,avg_si,max_si,max_ti,min_si,min_ti,std_si,std_ti,blur_avg,blur_min,blur_max,blur_std,bitrate,width,height,MSCN_mean,MSCN_std,train__mos
9.829,44.579,47.03,21.262,41.827,3.163,1.064,3.858,4.381312821,3.482509131,5.435146641,0.512353527,1206435,720,1280,1.298547333,0.395648667,4.4688
9.569,43.136,45.425,21.18,40.289,2.839,1.005,3.921,3.881356086,3.187320533,4.72984299,0.381539647,592471,720,1280,1.297866,0.397848,3.9062
9.136,40.698,42.965,20.958,37.906,2.47,1.023,3.996,3.344896354,2.796762146,3.967690856,0.257496169,336976,720,1280,1.298758667,0.394996,3.0938
8.368,37.615,41.226,20.445,34.835,2.095,1.398,4.018,2.944986926,2.554006971,3.305076975,0.179534582,199399,720,1280,1.298077333,0.397256667,2.0312
7.221,34.275,38.424,19.415,30.816,1.589,1.828,3.847,2.6832695,2.371055872,3.091777206,0.165823375,123302,720,1280,1.298961333,0.394371333,1.375
10.976,49.864,55.56,34.734,39.89,3.375,3.892,6.037,7.296269296,4.372272906,9.324810627,1.062442856,65979220,720,1280,1.296882,0.400566,4.6765
10.893,49.75,55.473,34.698,39.848,3.198,3.916,6.063,7.028661968,4.295933201,9.082386845,1.036307949,7513795,720,1280,1.298424667,0.395803333,4.6176
10.72,49.514,55.29,34.648,39.536,2.79,3.992,6.127,6.386868417,3.918481733,8.356492004,0.991186368,3073131,720,1280,1.297739333,0.397946,4.6176
10.493,48.875,54.849,34.561,38.846,2.419,4.07,6.198,5.708722169,3.496676373,7.3570806,0.881771415,1177102,720,1280,1.298638,0.395131333,4.3529
10.206,47.391,53.786,34.356,37.714,1.93,4.111,6.274,4.953846416,3.332677227,6.542459776,0.697870085,573010,720,1280,1.297956,0.397329333,3.6176
9.695,44.423,51.627,34.257,34.769,1.2,4.104,6.376,4.022242071,2.988524938,5.249049833,0.495082276,324812,720,1280,1.298848667,0.394472,2.8529
8.926,40.624,47.636,33.687,30.592,0.886,3.8,6.464,3.299822889,2.662268888,4.086720334,0.306078438,192803,720,1280,1.298162667,0.396740667,1.9706
7.885,36.574,42.614,32.46,26.933,0.821,3.436,6.351,2.902164127,2.407652637,3.497080362,0.224081356,121954,720,1280,1.299055333,0.393850667,1.1176
11.23,71.465,90.183,27.635,45.854,3.859,14.069,4.048,14.24279685,4.462238735,23.99375166,6.862318759,42936457,720,1280,1.296966667,0.400086667,4.6
11.217,71.407,90.059,27.616,45.895,3.845,14.03,4.05,14.15085448,4.416303924,23.84535987,6.811393814,2853640,720,1280,1.298506,0.395317333,4.5667
11.191,71.303,89.942,27.579,45.912,3.798,13.998,4.053,13.92080975,4.321561439,23.45176985,6.745735965,1652501,720,1280,1.297822,0.397456667,4.5
11.133,70.834,89.291,27.532,45.788,3.697,13.939,4.062,13.56359294,4.25879486,22.84538269,6.646182583,954012,720,1280,1.298722667,0.394640667,4.4
10.977,69.487,87.931,27.385,45.118,3.542,13.952,4.08,12.84490412,4.041899765,21.81774349,6.446436375,537855,720,1280,1.298032667,0.396840667,3.7667
10.705,67.148,85.658,27.185,43.992,3.297,13.926,4.11,11.6617426,3.852862333,19.96304672,5.909277543,317175,720,1280,1.298933333,0.393980667,3.0667
10.193,63.596,81.849,26.762,42.142,3.073,13.505,4.148,9.821014896,3.785212187,16.76862978,4.692972824,194520,720,1280,1.298242667,0.396252,2.1
9.167,55.83,72.904,25.433,37.618,2.435,12.744,4.172,7.258640822,3.100587514,12.44040679,3.269946695,120284,720,1280,1.299140667,0.393359333,1.4333
17.601,42.25,52.007,28.096,30.872,0.319,3.875,3.945,3.848774806,2.45298435,5.781167518,0.621323692,44831995,720,1280,1.297043333,0.399632667,4.4412
17.583,42.189,51.877,28.085,30.932,0.318,3.843,3.945,3.922036228,2.509662991,5.867289111,0.627729945,3034714,720,1280,1.298577333,0.394854667,4.5294
17.556,42.074,51.724,28.072,30.896,0.312,3.827,3.951,3.837604139,2.454211064,5.797459085,0.620562912,2245767,720,1280,1.297895333,0.397004667,4.5
17.498,41.537,50.773,28.032,30.943,0.392,3.642,3.981,3.631135432,2.367467222,5.388453776,0.559033178,1365418,720,1280,1.298794667,0.394173333,4.2941
17.333,40.313,48.2,27.989,30.68,1.076,3.183,4.048,3.374856528,2.319697287,4.739641084,0.443850368,749746,720,1280,1.298109333,0.396383333,3.7059
16.926,38.252,44.366,27.797,29.77,2.362,2.488,4.148,3.151820103,2.24938537,4.06858472,0.303766975,439349,720,1280,1.299008667,0.393530667,2.8235
16.007,35.351,39.787,27.204,29.792,4.293,1.828,4.226,2.985672252,2.465071025,3.482239742,0.208557429,275655,720,1280,1.298315333,0.395794667,1.9706
13.891,31.876,36.545,25.189,26.994,5.513,1.986,4.109,2.806027744,2.200147215,3.382350697,0.226825057,174278,720,1280,1.299213333,0.392895333,1.3235
20.126,58.772,69.977,38.032,49.209,0.232,3.815,12.619,9.342327413,6.836832786,14.51761831,1.473052599,39647803,720,1280,1.29634,0.404106667,4.5806
20.115,58.696,69.852,38.01,49.152,0.243,3.79,12.603,9.391298092,6.919470374,14.56835397,1.47022998,2783530,720,1280,1.297873333,0.399382,4.4839
20.088,58.588,69.718,37.973,49.129,0.234,3.769,12.584,9.268563202,6.835891146,14.39038001,1.449090332,2067679,720,1280,1.297192,0.401509333,4.6452
20.034,57.973,68.867,37.896,48.39,0.302,3.703,12.51,8.838665337,6.530373303,13.55896821,1.327824422,1349672,720,1280,1.29809,0.398714667,4.4839
19.913,56.644,66.834,37.809,47.228,0.366,3.543,12.367,8.088166438,5.876094537,12.09648219,1.152202298,817771,720,1280,1.297401333,0.400897333,3.9677
19.673,53.93,63.276,37.323,44.93,0.658,3.178,12.016,6.948089697,4.962041924,10.0150985,0.869062531,516753,720,1280,1.298304667,0.398067333,2.7097
19.232,49.404,56.518,36.759,42.375,1.314,2.801,11.186,5.61770286,4.353974518,7.292264576,0.514901603,340277,720,1280,1.297611333,0.400316,1.871
18.251,43.248,50.859,35.04,36.374,2.776,3.091,9.542,4.64960569,3.354896805,5.959794283,0.530575595,235796,720,1280,1.298508667,0.397452,1.2258
4.116,65.484,66.876,8.289,63.928,1.684,0.541,1.483,15.15286623,12.78569844,21.33190336,1.40247528,35577491,720,1280,1.296469333,0.403420667,4.7879
4.111,65.388,66.689,8.288,63.839,1.688,0.522,1.486,15.10108917,12.7801848,20.70838852,1.283699797,2142818,720,1280,1.29801,0.398688,4.8788
4.089,65.327,66.556,8.253,63.79,1.683,0.521,1.481,14.66125648,12.49021786,19.44146826,1.1315489,1543477,720,1280,1.297326,0.400819333,4.6667
4.007,64.854,65.881,8.159,63.473,1.598,0.466,1.462,12.78697633,11.21167389,16.28882134,0.757806307,866595,720,1280,1.298225333,0.39802,4.4848
3.842,63.313,64.593,7.803,61.943,1.426,0.465,1.413,9.950433598,9.035299762,13.20224689,0.52473384,429699,720,1280,1.297536667,0.400204667,3.9394
3.544,60.28,62.829,7.224,58.441,1.084,0.823,1.335,7.239545654,6.527127811,9.641714117,0.432371081,236395,720,1280,1.298434667,0.397370667,2.9091
3.054,55.369,59.156,6.255,52.604,1.012,1.35,1.196,5.134250316,4.51783678,7.154780012,0.418247927,143160,720,1280,1.297749333,0.399623333,2.0303
2.442,48.863,52.035,5.247,45.251,0.784,1.356,0.992,3.85366024,3.263359952,4.859751567,0.273985028,83940,720,1280,1.298642667,0.396752667,1.1515
15.729,105.398,109.382,51.267,96.367,2.677,2.223,8.114,33.44275729,24.07573107,37.55768964,2.053287768,40235036,720,1280,1.296590667,0.402764,4.5625
15.714,105.106,108.858,51.238,96.26,2.656,2.205,8.116,33.07168049,23.91449393,37.59603395,2.045492766,3771757,720,1280,1.298130667,0.398030667,4.6875
15.683,104.876,108.316,51.256,96.146,2.628,2.182,8.118,32.62266545,23.68343598,37.44737552,2.058822183,2401341,720,1280,1.297453333,0.400158667,4.5
15.608,104.19,107.486,51.184,96.061,2.65,2.072,8.129,31.35356598,23.26892936,37.26700785,1.987566807,1359480,720,1280,1.298348,0.397354,4.5312
15.445,102.376,105.611,50.932,95.355,2.606,1.936,8.142,28.90279337,22.31334525,36.07085971,2.110311462,684282,720,1280,1.297666667,0.399545333,4.0938
15.078,99.235,102.876,50.51,93.577,2.33,1.954,8.137,26.01540177,21.03941476,34.0588053,2.452527267,362957,720,1280,1.298558667,0.396712667,3.5625
14.149,94.038,97.131,49.436,88.95,1.856,1.618,8.159,21.93950892,18.46451675,27.83618097,2.123315152,203900,720,1280,1.297877333,0.398959333,2.375
12.504,80.456,83.467,47.603,75.659,1.584,1.697,7.95,14.36467793,11.35354749,17.5051578,1.666488051,120115,720,1280,1.298762667,0.396087333,1.2812
8.301,50.244,53.76,30.141,43.161,1.69,2.685,6.155,5.96645882,4.929925671,7.893481249,0.498268369,74914677,720,1280,1.296709333,0.402144667,4.4615
8.24,50.213,53.793,30.107,43.092,1.472,2.699,6.18,5.84205409,4.821819757,7.755588769,0.511686828,7663782,720,1280,1.298245333,0.397402667,4.4103
8.142,50.124,53.794,30.105,42.798,1.219,2.741,6.222,5.489412819,4.42734249,7.148648056,0.495618975,3269012,720,1280,1.29757,0.399535333,4.359
8.037,49.822,53.51,30.023,42.363,1.031,2.766,6.254,5.000901532,3.996727752,6.518534829,0.456877873,1164048,720,1280,1.298464667,0.396728667,4.2308
7.896,48.604,52.877,29.991,41.235,0.753,2.762,6.252,4.46367447,3.59191455,5.949285765,0.40840892,505825,720,1280,1.297782667,0.398924,3.6667
7.665,46.452,51.687,29.749,39.22,0.818,2.968,6.191,4.08016594,3.33792307,5.549586379,0.401239806,280553,720,1280,1.298675333,0.396077333,2.6667
7.199,43.301,48.894,28.8,35.891,0.966,3.045,5.946,3.659505776,2.906408402,4.931748807,0.413076052,169956,720,1280,1.297988667,0.398335333,1.9744
6.202,37.466,42.089,27.123,31.049,0.858,2.995,5.31,3.109824714,2.559852239,3.831115191,0.306368772,109926,720,1280,1.298881333,0.395453333,1.1795
12.69,47.183,51.063,28.181,40.673,1.957,2.057,6.262,5.48606247,4.627929663,6.33915555,0.29114356,74886489,720,1280,1.296820667,0.401557333,4.25
12.651,47.141,51.086,28.152,40.686,1.855,2.06,6.269,5.382864525,4.581692491,6.148630081,0.288937306,8111112,720,1280,1.298356,0.396808,4.3333
12.584,47,51.016,28.117,40.607,1.62,2.059,6.298,5.043728056,4.234329498,5.864121931,0.290585966,3761099,720,1280,1.29768,0.398943333,4.1667
12.498,46.646,50.652,28.102,40.367,1.494,2.04,6.323,4.552733549,3.769635945,5.343656573,0.274414765,1408244,720,1280,1.298572,0.396135333,4.1667
12.35,45.454,49.515,28.038,39.837,0.975,1.854,6.345,4.038020874,3.430867546,4.809946493,0.241261351,622721,720,1280,1.29789,0.39833,3.6389
12.032,42.849,47.621,27.629,38.17,0.956,1.731,6.297,3.603483321,3.18422966,4.539278796,0.233630814,349274,720,1280,1.298785333,0.395479333,2.4444
11.3,38.829,44.005,26.66,35.209,0.918,1.824,6.081,3.174567729,2.78143687,3.921016731,0.231985783,214120,720,1280,1.298095333,0.397742,1.6389
9.748,32.707,35.762,23.775,29.177,1.527,1.493,5.475,2.668408189,2.314102298,3.104652522,0.171281675,136951,720,1280,1.298988,0.394854667,1.1667
14.643,104.066,108.304,26.964,98.486,6.518,2.431,4.149,23.24125764,19.13756292,28.49620737,1.801887042,64636857,720,1280,1.29692,0.401006,4.6471
14.637,103.953,108.141,26.901,98.386,6.526,2.41,4.14,23.37705078,18.68656394,28.67608493,1.841682416,3579003,720,1280,1.298453333,0.396244,4.8529
14.583,103.866,108.053,26.782,98.218,6.46,2.41,4.137,23.09210677,18.41689551,28.32342187,1.827352883,2581751,720,1280,1.29778,0.398378667,4.5588
14.425,103.283,107.439,26.615,97.806,6.282,2.401,4.136,21.8858289,18.12054218,26.46434947,1.603845473,1673747,720,1280,1.29867,0.395562,4.5294
14.07,101.822,105.601,26.275,96.242,5.847,2.289,4.172,19.53510895,16.90726547,23.8411589,1.246906971,920874,720,1280,1.297988667,0.397761333,3.9706
13.404,98.801,103.431,25.978,93.255,5.174,2.188,4.257,16.79395198,14.62143543,22.68225142,1.115120499,519891,720,1280,1.298884,0.394917333,2.6471
12.363,93.805,99.977,24.426,86.744,4.01,2.353,4.322,14.63500282,11.42533845,21.76796814,1.386549674,303124,720,1280,1.298193333,0.397174,1.5588
10.894,84.075,90.915,19.981,75.781,3.366,3.069,4.012,11.79437612,8.829022426,18.63357831,1.546064403,183416,720,1280,1.299088667,0.394291333,1.0882
11.361,96.574,103.652,22.196,90.674,5.835,3.743,3.013,17.93923242,14.79315648,22.36216375,2.101234969,57456401,720,1280,1.297007333,0.400474,4.6
11.353,96.527,103.488,22.19,90.731,5.824,3.687,3.011,18.05353586,14.88602118,22.50189193,2.12427494,3380226,720,1280,1.298544667,0.395712,4.6286
11.31,96.476,103.454,22.125,90.756,5.782,3.659,3.011,17.82263085,14.67998374,22.3086033,2.109151523,2402787,720,1280,1.297866667,0.397852,4.6571
11.189,96.057,102.926,22.049,90.644,5.694,3.533,3.007,16.97809809,14.16580467,21.27211329,1.977989378,1518885,720,1280,1.298760667,0.395038667,4.3714
10.892,94.792,101.243,21.787,90.186,5.276,3.233,3.012,15.39462903,12.9403517,19.02084236,1.724026361,832621,720,1280,1.298080667,0.397240667,3.7714
10.267,91.966,97.665,21.194,87.975,4.398,2.77,3.076,13.43299562,11.11376453,18.3807025,1.462823543,467840,720,1280,1.298971333,0.394380667,2.6857
9.361,87.924,93.61,19.811,83.465,3.659,2.489,3.144,12.14265246,9.410747368,18.40003789,1.430857801,267543,720,1280,1.298286,0.396648,1.5429
8.033,78.8,85.294,20.964,72.952,2.438,2.582,3.113,9.819748268,7.147219581,15.9482173,1.315153265,153905,720,1280,1.299176667,0.393758667,1.0571
12.729,57.964,61.28,21.287,53.893,1.396,1.398,4.136,8.081639179,6.830019604,10.60715342,0.647092091,45781389,720,1280,1.297087333,0.399986667,4.6
12.678,57.895,61.284,21.247,53.867,1.318,1.419,4.14,7.937234076,6.650779533,10.61830492,0.67764035,4142176,720,1280,1.298626667,0.395214,4.6
12.626,57.771,61.21,21.215,53.818,1.238,1.44,4.142,7.740529474,6.488447493,10.37068553,0.67943882,1967848,720,1280,1.297948,0.397356,4.4286
12.544,57.345,60.801,21.167,53.406,1.15,1.469,4.151,7.428057227,6.246351659,9.595075714,0.594846718,1011938,720,1280,1.298844,0.394538,4.2
12.398,56.51,59.93,21.114,52.646,1.175,1.451,4.151,7.108863348,6.065241436,8.892284033,0.522317662,581519,720,1280,1.298160667,0.396738667,3.6571
12.095,54.959,58.365,20.992,51.512,1.215,1.36,4.133,6.630988911,5.770932706,8.046375901,0.412037918,358064,720,1280,1.299054,0.393878,2.7714
11.464,52.25,55.139,20.704,48.971,1.271,1.283,4.086,5.910736319,5.204169582,6.695528429,0.265100337,221097,720,1280,1.298372667,0.396149333,1.8857
10.22,46.979,49.519,19.392,44.028,1.158,1.393,3.901,4.825289875,4.368694165,5.326254197,0.236107187,133957,720,1280,1.299259333,0.393258,1.3143
19.753,61.474,69.277,30.351,53.717,10.06,4.072,4.386,18.64727818,12.18225764,27.92693528,3.286878417,74658464,720,1280,1.297164,0.399524,4.8
19.765,61.423,69.221,30.354,54.267,10.066,4.076,4.373,18.95454764,12.93254871,28.18166239,3.366085578,4440743,720,1280,1.298702667,0.394742667,4.6667
19.701,61.393,69.195,30.287,54.38,10,4.11,4.37,18.68159808,12.64304175,28.1288971,3.395543775,3192511,720,1280,1.298018667,0.396888667,4.7333
19.526,61.065,68.758,30.18,53.897,9.906,4.139,4.387,17.64867812,12.10431488,28.00591368,3.324602667,2089895,720,1280,1.298919333,0.394062,4.6333
18.993,59.798,67.438,29.912,52.885,9.481,4.273,4.46,14.96315203,10.77994718,24.31579384,2.869228573,1076974,720,1280,1.298228,0.396270667,4.2667
17.791,56.486,65.655,29.185,49.699,8.549,4.729,4.572,11.44318692,8.604535677,20.37603302,2.586660713,569478,720,1280,1.299131333,0.393409333,3.1667
15.629,49.907,60.15,26.945,41.711,7.219,5.475,4.596,8.172902637,5.446057323,14.67251308,2.064445822,331602,720,1280,1.29844,0.39568,2.0667
12.016,36.808,45.444,21.922,29.764,4.645,3.995,4.113,4.745554822,3.525884971,6.698602239,0.786860995,192784,720,1280,1.299338667,0.392782,1.1333
6.068,33.871,35.636,20.413,30.716,0.832,1.223,4.074,3.730963351,2.891787621,4.68698099,0.523571099,33198467,720,1280,1.296578667,0.403419333,4.6562
6.06,33.811,35.55,20.402,30.685,0.85,1.21,4.069,3.750746094,2.917965034,4.711468706,0.514677826,2318762,720,1280,1.298120667,0.398683333,4.4688
6.023,33.704,35.488,20.365,30.557,0.786,1.219,4.073,3.633616465,2.846360492,4.543664294,0.484732978,1541917,720,1280,1.297436,0.400816,4.4688
5.933,33.229,34.972,20.327,30.143,0.609,1.203,4.086,3.320587262,2.661307601,4.04200021,0.412587425,869086,720,1280,1.298334667,0.398018,4.3125
5.735,32.02,33.573,20.144,29.288,0.545,1.028,4.113,2.894447145,2.483617157,3.498322952,0.274927818,450370,720,1280,1.297652667,0.400203333,3.625
5.431,30.326,32.053,19.784,28.099,0.478,0.968,4.118,2.558477428,2.283032295,2.909725278,0.137166906,255400,720,1280,1.298546667,0.397368667,2.9688
5.016,28.585,30.637,19.59,26.258,0.449,1.046,4.048,2.319034294,2.112456432,2.586508771,0.104008785,154479,720,1280,1.297861333,0.399620667,2
4.548,25.472,28.254,19.699,23.205,0.451,1.085,3.903,1.941096052,1.711419678,2.393963812,0.148904222,93314,720,1280,1.298752,0.396752,1.1562
18.235,51.46,56.475,44.367,43.981,3.01,2.661,8.124,5.145934605,3.866381997,6.012638167,0.411864367,53135773,720,1280,1.296705333,0.402752667,4.5263
18.203,51.338,56.311,44.358,43.955,2.904,2.666,8.131,4.938521566,3.766171034,5.800241559,0.408155119,6536823,720,1280,1.298242667,0.398018,4.7368
18.163,51.143,56.118,44.335,43.796,2.822,2.668,8.145,4.632374155,3.555228607,5.413319299,0.390501077,2550423,720,1280,1.297567333,0.400143333,4.5526
18.102,50.593,55.575,44.265,43.633,2.753,2.605,8.166,4.322542202,3.347028359,5.040716371,0.357265906,1074093,720,1280,1.298461333,0.397343333,4.2632
17.997,49.53,54.572,44.269,43.279,2.67,2.496,8.207,4.132794827,3.350388627,4.850568849,0.332513876,592329,720,1280,1.297781333,0.399534,3.4474
17.766,47.848,52.602,44.126,42.298,2.612,2.38,8.23,3.964685302,3.193896237,4.690038033,0.328884424,368439,720,1280,1.298670667,0.396695333,2.5526
17.166,45.584,50.013,43.757,40.932,2.436,2.046,8.268,3.889284618,3.155559159,4.625389779,0.34131784,235418,720,1280,1.297985333,0.398947333,1.7368
16.122,41.848,46.941,43.572,37.097,2.017,2.256,8.361,3.706011715,2.921261023,4.420175578,0.416021768,146327,720,1280,1.298875333,0.396073333,1.1579
19.381,47.61,50.823,61.798,40.188,5.085,2.004,12.609,4.286890598,3.273004036,4.975723012,0.359495179,50553560,720,1280,1.296825333,0.402126667,4.7576
19.345,47.462,50.666,61.786,40.058,5.021,1.977,12.62,4.123778778,3.168675758,4.887750138,0.323307699,5553635,720,1280,1.298359333,0.397372667,4.6364
19.306,47.221,50.526,61.788,39.948,4.913,1.94,12.641,3.83493194,2.968980463,4.467451071,0.275184746,2246181,720,1280,1.297683333,0.399514,4.4848
19.242,46.637,50.045,61.769,39.664,4.807,1.843,12.668,3.525831606,2.818174654,4.048479622,0.224697729,958654,720,1280,1.298578,0.396704667,4.2121
19.118,45.456,48.749,61.667,38.838,4.641,1.646,12.701,3.321137306,2.671325532,3.762943523,0.195338888,549434,720,1280,1.297893333,0.398897333,3.3636
18.839,43.759,47.021,61.429,38.149,4.232,1.44,12.757,3.168171216,2.677817475,3.724002937,0.192087408,344450,720,1280,1.29879,0.396053333,2.3636
18.272,41.545,44.754,61.273,36.371,3.978,1.444,12.827,3.162354162,2.574203152,3.720882262,0.230461736,224922,720,1280,1.2981,0.398313333,1.7576
17.032,37.327,41.431,60.524,33.731,3.528,1.717,12.87,3.002624208,2.103544264,3.730421152,0.333896056,140592,720,1280,1.298996,0.395438,1.0606
20.047,71.098,75.729,30.293,51.725,8.556,2.876,5.067,14.16672771,7.38442686,17.79791005,1.412338963,62952786,720,1280,1.296934667,0.401528,4.8529
20.006,70.957,75.586,30.192,51.94,8.403,2.771,5.09,13.1657937,7.015467911,17.14044474,1.378561934,6981225,720,1280,1.298467333,0.396766667,4.7353
19.961,70.675,75.362,30.175,52.138,8.279,2.689,5.11,12.52292387,6.930119934,16.45841292,1.312605902,3205271,720,1280,1.297788667,0.398911333,4.6765
19.881,70.037,74.493,30.169,52.582,8.143,2.544,5.132,11.88307036,7.04547065,15.53378358,1.228071498,1605186,720,1280,1.298686667,0.396095333,4.5882
19.672,68.538,72.739,30.366,53.456,7.915,2.371,5.152,11.02517251,7.078222055,14.12302301,1.127956746,890167,720,1280,1.298001333,0.398296,3.8824
19.129,65.5,69.947,30.165,53.208,7.318,2.306,5.154,9.975266679,6.888912698,12.79837525,1.00241904,544655,720,1280,1.298898,0.395446667,2.9706
17.945,59.982,65.212,29.718,49.884,6.256,2.419,5.053,8.581931959,6.414160234,10.58484487,0.742440575,357946,720,1280,1.29821,0.397706667,1.9706
15.271,49.011,56.4,25.858,41.566,4.739,3.336,4.665,6.156419586,4.856016578,7.711747181,0.528096263,234244,720,1280,1.299106,0.394829333,1.2059
10.464,54.216,58.3,20.823,49.518,3.049,1.879,4.278,4.826586961,4.075228213,5.511001476,0.280672438,36062118,720,1280,1.297034,0.400955333,4.5
10.443,54.172,58.25,20.805,49.549,3.029,1.85,4.28,4.803154631,4.039076001,5.525816525,0.284037135,2917770,720,1280,1.298566667,0.396196667,4.3529
10.419,54.074,58.104,20.785,49.478,2.988,1.836,4.283,4.709906204,3.971126713,5.405661273,0.26758215,1595299,720,1280,1.297888,0.398339333,4.4412
10.36,53.533,57.367,20.77,49.152,2.91,1.767,4.296,4.512546012,3.87814789,5.134698131,0.235353573,899933,720,1280,1.298784667,0.395523333,4.1471
10.231,52.248,55.909,20.726,48.236,2.776,1.631,4.313,4.248951734,3.719565373,4.886332294,0.202908026,510454,720,1280,1.2981,0.397724667,3.6176
9.958,50.172,53.666,20.56,45.867,2.483,1.443,4.343,3.976908185,3.440462558,4.609446677,0.209934362,304720,720,1280,1.298998,0.394868667,2.9118
9.466,47.226,50.283,20.313,43.414,2.071,1.311,4.361,3.715896127,3.223454543,4.338208152,0.235206961,185310,720,1280,1.29831,0.397136,2
8.62,42.922,45.778,19.419,38.271,1.791,1.521,4.191,3.461161339,2.709398609,4.00395392,0.235643346,116080,720,1280,1.299204667,0.394246667,1.2941
10.045,55.256,59.103,17.411,49.965,0.74,2.096,3.747,5.088329069,4.366653935,5.907224682,0.363938877,36433659,720,1280,1.297124667,0.400424,4.5
10.024,55.217,59.053,17.394,50.046,0.746,2.084,3.747,5.064511557,4.351177248,5.946948264,0.37220102,2983964,720,1280,1.298656,0.395652,4.4643
10.001,55.137,58.986,17.375,50.02,0.717,2.083,3.751,4.976311072,4.291387009,5.81537349,0.351326752,1617844,720,1280,1.297981333,0.397801333,4.5357
9.95,54.626,58.394,17.281,49.763,0.735,2.043,3.762,4.787473458,4.130824872,5.502427847,0.310100193,908718,720,1280,1.298874,0.394973333,4.2857
9.843,53.503,56.591,17.171,48.971,0.904,1.833,3.774,4.557008239,3.996908211,5.072702429,0.257932739,515452,720,1280,1.29819,0.397177333,3.6786
9.601,51.484,54.455,16.932,46.864,1.25,1.862,3.796,4.296931384,3.703297522,4.906882915,0.262338731,305943,720,1280,1.299087333,0.394331333,2.9643
9.108,48.699,52.331,16.085,44.07,1.709,1.9,3.807,4.004019725,3.463458083,4.776462952,0.278847657,184891,720,1280,1.298396667,0.396590667,2.0714
8.263,43.842,47.964,15.136,38.381,1.955,2.002,3.677,3.609058286,3.056987904,4.372392273,0.259211651,116000,720,1280,1.299294,0.3937,1.25
17.139,49.923,57.729,49.263,41.859,0.1,4.147,11.521,11.3932531,7.008079983,19.52337204,2.495753112,48461217,720,1280,1.297278667,0.399442,4.5429
17.067,49.824,57.35,49.242,41.761,0.072,4.105,11.564,10.98796769,6.676252675,17.21833058,2.370550242,7178378,720,1280,1.298818,0.394662667,4.5143
17.008,49.678,56.774,49.238,41.606,0.116,4.05,11.552,10.17538857,6.298271387,15.52259914,2.15140797,3628565,720,1280,1.298128667,0.396815333,4.4857
16.885,49.129,55.279,49.198,41.127,0.227,3.94,11.526,8.530882072,5.441250473,13.19400051,1.83528421,1314381,720,1280,1.299033333,0.393979333,4.1429
16.682,47.447,53.284,49.196,40.087,0.313,3.575,11.502,6.915536624,4.688812941,10.15673773,1.288455917,626664,720,1280,1.298348,0.396192667,3.0857
16.346,44.284,50.022,49.068,38.357,0.604,3.014,11.425,5.216893882,3.792999732,7.253193419,0.782408848,357194,720,1280,1.299243333,0.393335333,2.3143
15.801,40.165,44.493,48.917,35.752,0.835,2.02,11.284,3.778836314,2.957258369,4.542317585,0.323916988,208014,720,1280,1.298556,0.395606,1.6857
15.07,36.949,40.777,47.282,32.55,1.413,1.537,10.775,3.140222462,2.525357459,4.125513799,0.26625511,119552,720,1280,1.299449333,0.392704,1.0286
3.895,37.386,40.025,13.654,33.671,0.135,1.441,2.586,5.400397831,4.022515925,6.261386745,0.496702615,53719034,720,1280,1.296549333,0.40415,4.4571
3.821,37.333,39.8,13.699,33.887,0.011,1.415,2.633,5.191291356,4.007763324,6.123474458,0.469226591,4584722,720,1280,1.298086,0.399432,4.5714
3.79,37.356,39.811,13.81,34.297,0.148,1.389,2.631,4.950718568,3.872018471,5.729187298,0.407479247,1689091,720,1280,1.297403333,0.401551333,4.4
3.748,36.975,39.106,13.885,34.196,0.245,1.283,2.605,4.579522977,3.705272953,5.061931623,0.31103355,648847,720,1280,1.298307333,0.398764667,4.2857
3.628,35.525,37.381,13.66,33.182,0.357,1.037,2.532,4.069925201,3.415670119,4.501942265,0.242695569,310035,720,1280,1.297617333,0.400941333,3.7143
3.364,32.758,34.306,13.296,30.769,0.394,0.795,2.339,3.399983398,2.912398731,3.847038504,0.225265048,180151,720,1280,1.298519333,0.398119333,2.8286
2.795,27.834,29.949,11.921,24.401,0.439,0.979,1.862,2.532197089,2.185313442,2.865396081,0.172258989,105427,720,1280,1.297824667,0.400358,2.1143
1.919,20.174,23.113,7.057,17.29,0.297,1.033,1.152,1.69268562,1.515946777,1.860138499,0.080297344,54663,720,1280,1.298721333,0.397502,1.3714
11.057,58.117,61.955,22.673,48.547,0.27,2.561,4.138,7.472635042,4.387475751,10.296675,1.179054313,60387211,720,1280,1.296681333,0.403446667,4.3636
11.034,58.035,61.791,22.666,48.771,0.113,2.498,4.163,7.169732134,4.333334195,9.347375054,1.055951654,5055408,720,1280,1.298223333,0.398719333,4.303
11.001,57.929,61.438,22.679,49.114,0.144,2.392,4.198,6.715050013,4.218438423,8.428646362,0.882166692,2115960,720,1280,1.297538667,0.400843333,4.3333
10.909,57.4,60.417,22.594,49.949,0.269,2.159,4.249,6.065114438,4.246460169,7.248604274,0.62794551,995396,720,1280,1.298438,0.398044667,4.0909
10.677,55.979,58.504,22.417,49.952,0.479,1.771,4.287,5.3245094,4.059497782,6.423003254,0.413721856,551101,720,1280,1.297755333,0.400233333,3.4848
10.249,53.534,55.853,21.818,49.178,1.293,1.321,4.287,4.686537669,3.996527959,5.620040453,0.288166141,342801,720,1280,1.298648667,0.397401333,2.8182
9.369,49.958,52.399,19.98,44.733,2.512,1.369,4.155,4.137139652,3.524803619,4.955684363,0.295165243,218803,720,1280,1.297962667,0.399647333,2.0606
